,Date,Year,Month,ISO_3,Precipitation,SPI
889,1975-02-28,1975,February,CAN,25.06,0.9815222026982665
890,1975-03-31,1975,March,CAN,33.6,-0.5500203951581795
891,1975-04-30,1975,April,CAN,32.13,-0.7693780673271279
892,1975-05-31,1975,May,CAN,34.6,0.9944198743097007
893,1975-06-30,1975,June,CAN,57.25,-0.4369498941982198
894,1975-07-31,1975,July,CAN,65.43,-0.2639197280929345
895,1975-08-31,1975,August,CAN,67.28,-1.1494497097592407
896,1975-09-30,1975,September,CAN,49.45,1.1840046395097878
897,1975-10-31,1975,October,CAN,49.67,-0.1447068355481811
898,1975-11-30,1975,November,CAN,50.94,-1.3432570753948867
899,1975-12-31,1975,December,CAN,45.02,-1.5805350087104713
900,1976-01-31,1976,January,CAN,39.73,-1.0124322177694358
901,1976-02-29,1976,February,CAN,33.89,-1.312095239734064
902,1976-03-31,1976,March,CAN,36.51,-1.347400506073634
903,1976-04-30,1976,April,CAN,30.43,-0.1481617521709419
904,1976-05-31,1976,May,CAN,41.8,-0.8281846204594339
905,1976-06-30,1976,June,CAN,60.31,-1.1502564848504562
906,1976-07-31,1976,July,CAN,66.89,-0.6164112920522365
907,1976-08-31,1976,August,CAN,66.28,-0.9406408356287043
908,1976-09-30,1976,September,CAN,47.38,1.6032088605041142
909,1976-10-31,1976,October,CAN,45.37,0.7397165937448699
910,1976-11-30,1976,November,CAN,32.92,2.3741894479307057
911,1976-12-31,1976,December,CAN,45.15,-1.6137265815063366
912,1977-01-31,1977,January,CAN,36.29,-0.17698797225111598
913,1977-02-28,1977,February,CAN,29.27,-0.11203718944670647
914,1977-03-31,1977,March,CAN,33.7,-0.5774217735401542
915,1977-04-30,1977,April,CAN,27.29,0.9992613240587175
916,1977-05-31,1977,May,CAN,48.46,-2.514093778120885
917,1977-06-30,1977,June,CAN,53.65,0.40223433009852855
918,1977-07-31,1977,July,CAN,68.69,-1.0509899325500072
919,1977-08-31,1977,August,CAN,60.6,0.24539356943274282
920,1977-09-30,1977,September,CAN,56.05,-0.15258852887791752
921,1977-10-31,1977,October,CAN,47.67,0.2666528990067259
922,1977-11-30,1977,November,CAN,48.92,-0.9265399845448488
923,1977-12-31,1977,December,CAN,39.97,-0.29117006548643065
924,1978-01-31,1978,January,CAN,34.82,0.1800187256883986
925,1978-02-28,1978,February,CAN,18.7,2.633550168028914
926,1978-03-31,1978,March,CAN,28.6,0.8200485239405413
927,1978-04-30,1978,April,CAN,32.07,-0.7474527856157323
928,1978-05-31,1978,May,CAN,41.2,-0.6763009125620073
929,1978-06-30,1978,June,CAN,54.37,0.2343974852391792
930,1978-07-31,1978,July,CAN,65.83,-0.36049275931465946
931,1978-08-31,1978,August,CAN,71.37,-2.0034780049531355
932,1978-09-30,1978,September,CAN,58.58,-0.6649492434265386
933,1978-10-31,1978,October,CAN,47.71,0.25842570431562795
934,1978-11-30,1978,November,CAN,42.89,0.317422420319376
935,1978-12-31,1978,December,CAN,37.81,0.26032068250642504
936,1979-01-31,1979,January,CAN,31.59,0.964462014358217
937,1979-02-28,1979,February,CAN,31.85,-0.7821994772695169
938,1979-03-31,1979,March,CAN,37.82,-1.7063585628774995
939,1979-04-30,1979,April,CAN,34.12,-1.496566577421719
940,1979-05-31,1979,May,CAN,46.21,-1.9445298735055303
941,1979-06-30,1979,June,CAN,54.53,0.19710040860376732
942,1979-07-31,1979,July,CAN,64.91,-0.13837478750468699
943,1979-08-31,1979,August,CAN,62.29,-0.10749342784786332
944,1979-09-30,1979,September,CAN,58.5,-0.6487481141127486
945,1979-10-31,1979,October,CAN,52.13,-0.6506793090507169
946,1979-11-30,1979,November,CAN,36.77,1.579951428241275
947,1979-12-31,1979,December,CAN,41.61,-0.7098945222958218
948,1980-01-31,1980,January,CAN,34.97,0.14358947079661172
949,1980-02-29,1980,February,CAN,23.61,1.358163798567675
950,1980-03-31,1980,March,CAN,32.1,-0.1389997194285632
951,1980-04-30,1980,April,CAN,29.37,0.23918489139703172
952,1980-05-31,1980,May,CAN,38.15,0.09577460258325257
953,1980-06-30,1980,June,CAN,56.67,-0.30174799139485525
954,1980-07-31,1980,July,CAN,68.92,-1.1065194255025013
955,1980-08-31,1980,August,CAN,71.58,-2.0473278685205467
956,1980-09-30,1980,September,CAN,67.86,-2.5442802438262233
957,1980-10-31,1980,October,CAN,47.66,0.2687096976795015
958,1980-11-30,1980,November,CAN,43.98,0.09256022773197965
959,1980-12-31,1980,December,CAN,49.69,-2.7728784314542847
960,1981-01-31,1981,January,CAN,28.21,1.7853345579198223
961,1981-02-28,1981,February,CAN,32.06,-0.836747570464397
962,1981-03-31,1981,March,CAN,27.62,1.0885820320838908
963,1981-04-30,1981,April,CAN,39.58,-3.4917672131586426
964,1981-05-31,1981,May,CAN,41.44,-0.7370543957209772
965,1981-06-30,1981,June,CAN,64.64,-2.1596086212962664
966,1981-07-31,1981,July,CAN,61.18,0.7621687286379164
967,1981-08-31,1981,August,CAN,54.78,1.460661216872465
968,1981-09-30,1981,September,CAN,60.65,-1.0841534644208648
969,1981-10-31,1981,October,CAN,60.61,-2.394844583563522
970,1981-11-30,1981,November,CAN,41.79,0.5443475688020707
971,1981-12-31,1981,December,CAN,37.35,0.3777677862456447
972,1982-01-31,1982,January,CAN,47.72,-2.9528971950053027
973,1982-02-28,1982,February,CAN,29.88,-0.2704864125365955
974,1982-03-31,1982,March,CAN,32.69,-0.30066785188221123
975,1982-04-30,1982,April,CAN,32.95,-1.069023584049523
976,1982-05-31,1982,May,CAN,38.28,0.06286646587214254
977,1982-06-30,1982,June,CAN,52.33,0.7099352123406696
978,1982-07-31,1982,July,CAN,70.09,-1.3889955418260531
979,1982-08-31,1982,August,CAN,66.01,-0.8842624396134602
980,1982-09-30,1982,September,CAN,61.7,-1.2967932866643646
981,1982-10-31,1982,October,CAN,48.71,0.052745837038174447
982,1982-11-30,1982,November,CAN,41.41,0.6227398928233656
983,1982-12-31,1982,December,CAN,38.63,0.050958454101729424
984,1983-01-31,1983,January,CAN,35.33,0.056159259056322505
985,1983-02-28,1983,February,CAN,28.77,0.01783922292205514
986,1983-03-31,1983,March,CAN,36.69,-1.396722987161188
987,1983-04-30,1983,April,CAN,35.15,-1.872950580133996
988,1983-05-31,1983,May,CAN,42.14,-0.9142520549346439
989,1983-06-30,1983,June,CAN,55.55,-0.040668454946977024
990,1983-07-31,1983,July,CAN,72.99,-2.0891500181835716
991,1983-08-31,1983,August,CAN,55.63,1.2831736738615087
992,1983-09-30,1983,September,CAN,62.43,-1.444628591652701
993,1983-10-31,1983,October,CAN,46.42,0.5237527331035428
994,1983-11-30,1983,November,CAN,51.19,-1.3948309727773172
995,1983-12-31,1983,December,CAN,35.41,0.8730881802762671
996,1984-01-31,1984,January,CAN,35.73,-0.04098542065510977
997,1984-02-29,1984,February,CAN,31.77,-0.7614192512905146
998,1984-03-31,1984,March,CAN,29.64,0.5350741887680076
999,1984-04-30,1984,April,CAN,28.73,0.47305456298524273
1000,1984-05-31,1984,May,CAN,48.92,-2.6305379541755802
1001,1984-06-30,1984,June,CAN,66.52,-2.597849271762345
1002,1984-07-31,1984,July,CAN,64.04,0.07167155540256688
1003,1984-08-31,1984,August,CAN,62.86,-0.22651448610226915
1004,1984-09-30,1984,September,CAN,56.5,-0.243719881267989
1005,1984-10-31,1984,October,CAN,54.0,-1.0353006608595545
1006,1984-11-30,1984,November,CAN,44.13,0.06161588930252016
1007,1984-12-31,1984,December,CAN,40.1,-0.32436163828229764
1008,1985-01-31,1985,January,CAN,29.9,1.3748982861390202
1009,1985-02-28,1985,February,CAN,32.62,-0.9822091523174087
1010,1985-03-31,1985,March,CAN,27.93,1.0036377590997703
1011,1985-04-30,1985,April,CAN,31.52,-0.5464710365946134
1012,1985-05-31,1985,May,CAN,39.97,-0.364939311372279
1013,1985-06-30,1985,June,CAN,52.26,0.7262526833686619
1014,1985-07-31,1985,July,CAN,63.2,0.27447492096819437
1015,1985-08-31,1985,August,CAN,67.75,-1.2475898806005925
1016,1985-09-30,1985,September,CAN,62.76,-1.5114582500720861
1017,1985-10-31,1985,October,CAN,51.96,-0.6157137316135495
1018,1985-11-30,1985,November,CAN,40.19,0.8744205120496265
1019,1985-12-31,1985,December,CAN,31.31,1.9198993222997442
1020,1986-01-31,1986,January,CAN,40.26,-1.1411489183870844
1021,1986-02-28,1986,February,CAN,25.53,0.85943837507163
1022,1986-03-31,1986,March,CAN,34.4,-0.769231422213974
1023,1986-04-30,1986,April,CAN,36.59,-2.3991573412074723
1024,1986-05-31,1986,May,CAN,41.0,-0.6256730099295306
1025,1986-06-30,1986,June,CAN,55.71,-0.0779655315823889
1026,1986-07-31,1986,July,CAN,71.53,-1.7366584542242696
1027,1986-08-31,1986,August,CAN,62.03,-0.053203120573924255
1028,1986-09-30,1986,September,CAN,62.59,-1.4770308502802827
1029,1986-10-31,1986,October,CAN,43.96,1.0297252066060787
1030,1986-11-30,1986,November,CAN,45.34,-0.1880017740284438
1031,1986-12-31,1986,December,CAN,31.45,1.8841545515965035
1032,1987-01-31,1987,January,CAN,31.24,1.049463609105721
1033,1987-02-28,1987,February,CAN,26.33,0.6516361152816121
1034,1987-03-31,1987,March,CAN,29.7,0.5186333617388234
1035,1987-04-30,1987,April,CAN,28.15,0.6849989528620595
1036,1987-05-31,1987,May,CAN,38.66,-0.03332654912956069
1037,1987-06-30,1987,June,CAN,54.65,0.16912760112720965
1038,1987-07-31,1987,July,CAN,70.15,-1.4034814965093128
1039,1987-08-31,1987,August,CAN,67.37,-1.1682425084309898
1040,1987-09-30,1987,September,CAN,51.26,0.8174540887852815
1041,1987-10-31,1987,October,CAN,43.95,1.0317820052788527
1042,1987-11-30,1987,November,CAN,43.31,0.23077827271689239
1043,1987-12-31,1987,December,CAN,36.0,0.7224495037411804
1044,1988-01-31,1988,January,CAN,31.26,1.0446063751201484
1045,1988-02-29,1988,February,CAN,31.33,-0.647128008406004
1046,1988-03-31,1988,March,CAN,33.86,-0.6212639789513124
1047,1988-04-30,1988,April,CAN,30.55,-0.1920123155937318
1048,1988-05-31,1988,May,CAN,41.09,-0.6484555661141457
1049,1988-06-30,1988,June,CAN,58.81,-0.8005963913934778
1050,1988-07-31,1988,July,CAN,66.92,-0.6236542693938663
1051,1988-08-31,1988,August,CAN,70.8,-1.8844569466987282
1052,1988-09-30,1988,September,CAN,58.16,-0.5798933145291387
1053,1988-10-31,1988,October,CAN,49.37,-0.08300287536494416
1054,1988-11-30,1988,November,CAN,51.78,-1.516545370599854
1055,1988-12-31,1988,December,CAN,33.71,1.307131824529903
1056,1989-01-31,1989,January,CAN,37.46,-0.4611361604070568
1057,1989-02-28,1989,February,CAN,19.07,2.53744162287603
1058,1989-03-31,1989,March,CAN,29.09,0.6857817698688671
1059,1989-04-30,1989,April,CAN,24.12,2.1576470411440734
1060,1989-05-31,1989,May,CAN,45.07,-1.655950828500417
1061,1989-06-30,1989,June,CAN,55.93,-0.1292490119560788
1062,1989-07-31,1989,July,CAN,60.49,0.9287572074953949
1063,1989-08-31,1989,August,CAN,63.47,-0.3538878993218963
1064,1989-09-30,1989,September,CAN,53.65,0.3334453505357937
1065,1989-10-31,1989,October,CAN,47.61,0.27899369104337357
1066,1989-11-30,1989,November,CAN,56.61,-2.512953068028412
1067,1989-12-31,1989,December,CAN,36.98,0.4722361088184963
1068,1990-01-31,1990,January,CAN,39.18,-0.8788582831662167
1069,1990-02-28,1990,February,CAN,28.27,0.14771563529081674
1070,1990-03-31,1990,March,CAN,26.6,1.3680760915800296
1071,1990-04-30,1990,April,CAN,32.1,-0.7584154264714301
1072,1990-05-31,1990,May,CAN,41.3,-0.7016148638782439
1073,1990-06-30,1990,June,CAN,61.3,-1.3810321465320607
1074,1990-07-31,1990,July,CAN,61.92,0.583508620877721
1075,1990-08-31,1990,August,CAN,58.16,0.7548872223112528
1076,1990-09-30,1990,September,CAN,52.06,0.6554427956473768
1077,1990-10-31,1990,October,CAN,57.63,-1.7819185790767111
1078,1990-11-30,1990,November,CAN,50.99,-1.3535718548713735
1079,1990-12-31,1990,December,CAN,48.66,-2.509899046994728
1080,1991-01-31,1991,January,CAN,29.37,1.5036149867566677
1081,1991-02-28,1991,February,CAN,27.26,0.4100659882757147
1082,1991-03-31,1991,March,CAN,33.58,-0.5445401194817837
1083,1991-04-30,1991,April,CAN,29.72,0.11128741474722974
1084,1991-05-31,1991,May,CAN,41.45,-0.7395857908526023
1085,1991-06-30,1991,June,CAN,56.52,-0.26678198204915776
1086,1991-07-31,1991,July,CAN,64.22,0.028213691352791524
1087,1991-08-31,1991,August,CAN,65.39,-0.7548009376525266
1088,1991-09-30,1991,September,CAN,60.65,-1.0841534644208648
1089,1991-10-31,1991,October,CAN,57.07,-1.6667378534013368
1090,1991-11-30,1991,November,CAN,48.4,-0.8192662779893926
1091,1991-12-31,1991,December,CAN,38.93,-0.025637483119499926
1092,1992-01-31,1992,January,CAN,39.76,-1.0197180687477936
1093,1992-02-29,1992,February,CAN,27.03,0.4698091379653451
1094,1992-03-31,1992,March,CAN,28.56,0.8310090752933318
1095,1992-04-30,1992,April,CAN,33.64,-1.321164323730562
1096,1992-05-31,1992,May,CAN,34.97,0.9007582544396207
1097,1992-06-30,1992,June,CAN,53.52,0.43253820486479894
1098,1992-07-31,1992,July,CAN,67.04,-0.6526261787603855
1099,1992-08-31,1992,August,CAN,61.78,-0.00100090204129014
1100,1992-09-30,1992,September,CAN,67.39,-2.449098609107705
1101,1992-10-31,1992,October,CAN,46.54,0.4990711490302489
1102,1992-11-30,1992,November,CAN,43.76,0.1379452574285183
1103,1992-12-31,1992,December,CAN,34.91,1.0007480756449838
1104,1993-01-31,1993,January,CAN,29.71,1.42104200900195
1105,1993-02-28,1993,February,CAN,23.16,1.4750525696995602
1106,1993-03-31,1993,March,CAN,26.44,1.4119182969911888
1107,1993-04-30,1993,April,CAN,32.71,-0.9813224572039433
1108,1993-05-31,1993,May,CAN,42.74,-1.0661357628320722
1109,1993-06-30,1993,June,CAN,62.51,-1.6630912885873568
1110,1993-07-31,1993,July,CAN,78.99,-3.5377454865094764
1111,1993-08-31,1993,August,CAN,66.23,-0.930200391922178
1112,1993-09-30,1993,September,CAN,55.75,-0.09183429395120415
1113,1993-10-31,1993,October,CAN,49.06,-0.019242116508934575
1114,1993-11-30,1993,November,CAN,40.74,0.7609579378082784
1115,1993-12-31,1993,December,CAN,39.54,-0.18138255546933427
1116,1994-01-31,1994,January,CAN,38.71,-0.7647132845052836
1117,1994-02-28,1994,February,CAN,27.95,0.23083653920682426
1118,1994-03-31,1994,March,CAN,32.3,-0.19380247619251087
1119,1994-04-30,1994,April,CAN,30.91,-0.32356400586210016
1120,1994-05-31,1994,May,CAN,42.22,-0.9345032159876339
1121,1994-06-30,1994,June,CAN,59.16,-0.8821837465334381
1122,1994-07-31,1994,July,CAN,66.82,-0.5995110115884325
1123,1994-08-31,1994,August,CAN,59.87,0.3978240475480353
1124,1994-09-30,1994,September,CAN,56.53,-0.2497953047606606
1125,1994-10-31,1994,October,CAN,48.11,0.17615375740464684
1126,1994-11-30,1994,November,CAN,49.75,-1.0977653238545177
1127,1994-12-31,1994,December,CAN,34.67,1.0620248254219666
1128,1995-01-31,1995,January,CAN,33.3,0.5491685085918433
1129,1995-02-28,1995,February,CAN,28.54,0.07758237261168559
1130,1995-03-31,1995,March,CAN,34.18,-0.7089483897736306
1131,1995-04-30,1995,April,CAN,29.4,0.22822225054133524
1132,1995-05-31,1995,May,CAN,32.02,1.6475198182686404
1133,1995-06-30,1995,June,CAN,50.59,1.1155409207507632
1134,1995-07-31,1995,July,CAN,69.66,-1.285179533262695
1135,1995-08-31,1995,August,CAN,67.35,-1.1640663309483767
1136,1995-09-30,1995,September,CAN,47.48,1.5829574488618774
1137,1995-10-31,1995,October,CAN,57.11,-1.6749650480924347
1138,1995-11-30,1995,November,CAN,54.88,-2.156061698141993
1139,1995-12-31,1995,December,CAN,37.07,0.4492573276521264
1140,1996-01-31,1996,January,CAN,38.05,-0.604424562981419
1141,1996-02-29,1996,February,CAN,35.43,-1.7121145898298495
1142,1996-03-31,1996,March,CAN,30.4,0.32682371306500263
1143,1996-04-30,1996,April,CAN,36.16,-2.2420261556091403
1144,1996-05-31,1996,May,CAN,39.23,-0.17761607163211732
1145,1996-06-30,1996,June,CAN,54.61,0.1784518702860622
1146,1996-07-31,1996,July,CAN,67.6,-0.7878284224708004
1147,1996-08-31,1996,August,CAN,60.54,0.2579221018805755
1148,1996-09-30,1996,September,CAN,60.19,-0.9909969708665699
1149,1996-10-31,1996,October,CAN,51.45,-0.5108169993020486
1150,1996-11-30,1996,November,CAN,45.67,-0.2560793185732518
1151,1996-12-31,1996,December,CAN,45.59,-1.7260672894308084
1152,1997-01-31,1997,January,CAN,40.55,-1.2115788111778727
1153,1997-02-28,1997,February,CAN,26.65,0.5685152113656047
1154,1997-03-31,1997,March,CAN,37.43,-1.599493187187799
1155,1997-04-30,1997,April,CAN,29.78,0.08936213303583414
1156,1997-05-31,1997,May,CAN,42.38,-0.9750055380936156
1157,1997-06-30,1997,June,CAN,63.97,-2.0034271128854826
1158,1997-07-31,1997,July,CAN,71.24,-1.666643006588516
1159,1997-08-31,1997,August,CAN,60.22,0.32474094160234723
1160,1997-09-30,1997,September,CAN,62.41,-1.4405783093242528
1161,1997-10-31,1997,October,CAN,52.17,-0.6589065037418148
1162,1997-11-30,1997,November,CAN,36.57,1.6212105461472202
1163,1997-12-31,1997,December,CAN,33.05,1.4756428864166102
1164,1998-01-31,1998,January,CAN,38.96,-0.8254287093249291
1165,1998-02-28,1998,February,CAN,26.59,0.5841003808498557
1166,1998-03-31,1998,March,CAN,31.86,-0.07323641131182407
1167,1998-04-30,1998,April,CAN,29.06,0.35246551357257216
1168,1998-05-31,1998,May,CAN,39.09,-0.1421765397893858
1169,1998-06-30,1998,June,CAN,61.65,-1.4626195016720227
1170,1998-07-31,1998,July,CAN,66.03,-0.40877927492552363
1171,1998-08-31,1998,August,CAN,58.61,0.6609232289525108
1172,1998-09-30,1998,September,CAN,53.9,0.28281682143019876
1173,1998-10-31,1998,October,CAN,55.81,-1.4075812206317457
1174,1998-11-30,1998,November,CAN,41.76,0.5505364364879626
1175,1998-12-31,1998,December,CAN,39.9,-0.2732976801348102
1176,1999-01-31,1999,January,CAN,43.07,-1.823590293359899
1177,1999-02-28,1999,February,CAN,33.64,-1.2471570335496833
1178,1999-03-31,1999,March,CAN,34.77,-0.8706165222272806
1179,1999-04-30,1999,April,CAN,28.48,0.5644099034493876
1180,1999-05-31,1999,May,CAN,46.26,-1.9571868491636486
1181,1999-06-30,1999,June,CAN,60.23,-1.1316079465327493
1182,1999-07-31,1999,July,CAN,70.0,-1.3672666098011637
1183,1999-08-31,1999,August,CAN,62.13,-0.0740840079869782
1184,1999-09-30,1999,September,CAN,59.22,-0.7945582779368617
1185,1999-10-31,1999,October,CAN,50.09,-0.23109237980471192
1186,1999-11-30,1999,November,CAN,44.76,-0.06835033210120385
1187,1999-12-31,1999,December,CAN,38.85,-0.005211899860505675
1188,2000-01-31,2000,January,CAN,35.13,0.10473159891203777
1189,2000-02-29,2000,February,CAN,24.87,1.0308752393983953
1190,2000-03-31,2000,March,CAN,31.25,0.09391199681821971
1191,2000-04-30,2000,April,CAN,30.35,-0.1189280432224162
1192,2000-05-31,2000,May,CAN,43.67,-1.3015555100730856
1193,2000-06-30,2000,June,CAN,57.47,-0.4882333745719097
1194,2000-07-31,2000,July,CAN,67.53,-0.7709281420069998
1195,2000-08-31,2000,August,CAN,69.22,-1.5545389255724809
1196,2000-09-30,2000,September,CAN,56.66,-0.27612213989556905
1197,2000-10-31,2000,October,CAN,45.17,0.7808525672003597
1198,2000-11-30,2000,November,CAN,38.42,1.2395637055172337
1199,2000-12-31,2000,December,CAN,38.62,0.053511652009105064
1200,2001-01-31,2001,January,CAN,26.45,2.212771148650126
1201,2001-02-28,2001,February,CAN,26.66,0.565917683118229
1202,2001-03-31,2001,March,CAN,30.28,0.3597053671233712
1203,2001-04-30,2001,April,CAN,28.31,0.6265315349650067
1204,2001-05-31,2001,May,CAN,43.07,-1.1496718021756571
1205,2001-06-30,2001,June,CAN,58.46,-0.7190090362535159
1206,2001-07-31,2001,July,CAN,67.03,-0.6502118529798411
1207,2001-08-31,2001,August,CAN,62.71,-0.195193154982689
1208,2001-09-30,2001,September,CAN,54.05,0.25243970396684207
1209,2001-10-31,2001,October,CAN,55.17,-1.2759461055741754
1210,2001-11-30,2001,November,CAN,44.3,0.026545639082468514
1211,2001-12-31,2001,December,CAN,37.86,0.24755469296955407
1212,2002-01-31,2002,January,CAN,28.69,1.6687609422661032
1213,2002-02-28,2002,February,CAN,28.56,0.07238731611693523
1214,2002-03-31,2002,March,CAN,33.36,-0.48425708704144027
1215,2002-04-30,2002,April,CAN,31.56,-0.5610878910688762
1216,2002-05-31,2002,May,CAN,38.36,0.04261530481915257
1217,2002-06-30,2002,June,CAN,56.2,-0.19218782877833562
1218,2002-07-31,2002,July,CAN,67.96,-0.8747441505703545
1219,2002-08-31,2002,August,CAN,64.68,-0.6065466370198471
1220,2002-09-30,2002,September,CAN,58.13,-0.5738178910364685
1221,2002-10-31,2002,October,CAN,44.3,0.9597940517317451
1222,2002-11-30,2002,November,CAN,40.63,0.7836504526565476
1223,2002-12-31,2002,December,CAN,34.92,0.9981948777376083
1224,2003-01-31,2003,January,CAN,32.34,0.78231573989928
1225,2003-02-28,2003,February,CAN,26.01,0.7347570191976187
1226,2003-03-31,2003,March,CAN,36.47,-1.3364399547208445
1227,2003-04-30,2003,April,CAN,30.9,-0.3199097922435338
1228,2003-05-31,2003,May,CAN,37.18,0.3413199303507608
1229,2003-06-30,2003,June,CAN,54.45,0.21574894692147242
1230,2003-07-31,2003,July,CAN,64.02,0.0765002069636557
1231,2003-08-31,2003,August,CAN,59.03,0.5732235018176851
1232,2003-09-30,2003,September,CAN,58.23,-0.5940693026787054
1233,2003-10-31,2003,October,CAN,58.33,-1.9258944861709277
1234,2003-11-30,2003,November,CAN,44.58,-0.03121712598585392
1235,2003-12-31,2003,December,CAN,38.88,-0.012871493582628974
1236,2004-01-31,2004,January,CAN,35.9,-0.08227190953246903
1237,2004-02-29,2004,February,CAN,23.29,1.4412847024836826
1238,2004-03-31,2004,March,CAN,32.28,-0.18832220051611706
1239,2004-04-30,2004,April,CAN,30.72,-0.2541339471093496
1240,2004-05-31,2004,May,CAN,45.05,-1.6508880382371687
1241,2004-06-30,2004,June,CAN,48.75,1.5444573020579908
1242,2004-07-31,2004,July,CAN,65.13,-0.19148995467663654
1243,2004-08-31,2004,August,CAN,65.36,-0.7485366714286104
1244,2004-09-30,2004,September,CAN,59.03,-0.7560805958166101
1245,2004-10-31,2004,October,CAN,49.45,-0.09945726474714156
1246,2004-11-30,2004,November,CAN,43.63,0.16476368406738123
1247,2004-12-31,2004,December,CAN,44.05,-1.3328748116951592
1248,2005-01-31,2005,January,CAN,37.83,-0.5509949891401313
1249,2005-02-28,2005,February,CAN,27.48,0.3529203668334599
1250,2005-03-31,2005,March,CAN,32.87,-0.3499903329697651
1251,2005-04-30,2005,April,CAN,31.75,-0.6305179498216268
1252,2005-05-31,2005,May,CAN,38.47,0.014769958371290921
1253,2005-06-30,2005,June,CAN,60.3,-1.1479254175607418
1254,2005-07-31,2005,July,CAN,68.22,-0.9375166208644783
1255,2005-08-31,2005,August,CAN,69.24,-1.5587151030550908
1256,2005-09-30,2005,September,CAN,63.12,-1.5843633319841426
1257,2005-10-31,2005,October,CAN,57.09,-1.6708514507468866
1258,2005-11-30,2005,November,CAN,51.44,-1.4464048701597478
1259,2005-12-31,2005,December,CAN,38.56,0.06883083945334985
1260,2006-01-31,2006,January,CAN,40.82,-1.2771514699830906
1261,2006-02-28,2006,February,CAN,29.26,-0.10943966119933175
1262,2006-03-31,2006,March,CAN,30.85,0.20351751034611698
1263,2006-04-30,2006,April,CAN,31.01,-0.36010614204775865
1264,2006-05-31,2006,May,CAN,43.51,-1.2610531879671039
1265,2006-06-30,2006,June,CAN,54.85,0.12250625533294521
1266,2006-07-31,2006,July,CAN,68.32,-0.9616598786699087
1267,2006-08-31,2006,August,CAN,56.93,1.011722137491812
1268,2006-09-30,2006,September,CAN,51.75,0.718222171738315
1269,2006-10-31,2006,October,CAN,49.77,-0.16527482227592674
1270,2006-11-30,2006,November,CAN,51.06,-1.3680125461384542
1271,2006-12-31,2006,December,CAN,37.59,0.3164910364686601
1272,2007-01-31,2007,January,CAN,36.76,-0.29113297091204904
1273,2007-02-28,2007,February,CAN,29.58,-0.19256056511533834
1274,2007-03-31,2007,March,CAN,39.52,-2.1721819953710653
1275,2007-04-30,2007,April,CAN,29.27,0.2757270275826902
1276,2007-05-31,2007,May,CAN,42.84,-1.0914497141483106
1277,2007-06-30,2007,June,CAN,55.44,-0.015026714760132082
1278,2007-07-31,2007,July,CAN,64.46,-0.02973012738024343
1279,2007-08-31,2007,August,CAN,60.38,0.2913315217414606
1280,2007-09-30,2007,September,CAN,63.97,-1.7565003309431657
1281,2007-10-31,2007,October,CAN,55.84,-1.4137516166500697
1282,2007-11-30,2007,November,CAN,44.03,0.08224544825549267
1283,2007-12-31,2007,December,CAN,39.37,-0.13797819104397013
1284,2008-01-31,2008,January,CAN,34.64,0.2237338315585432
1285,2008-02-29,2008,February,CAN,30.59,-0.4549109181002372
1286,2008-03-31,2008,March,CAN,32.83,-0.33902978161697556
1287,2008-04-30,2008,April,CAN,30.42,-0.14450753855237686
1288,2008-05-31,2008,May,CAN,38.94,-0.10420561281502737
1289,2008-06-30,2008,June,CAN,61.38,-1.3996806848497674
1290,2008-07-31,2008,July,CAN,69.52,-1.2513789723350903
1291,2008-08-31,2008,August,CAN,66.95,-1.080542781296164
1292,2008-09-30,2008,September,CAN,54.56,0.14915750459142735
1293,2008-10-31,2008,October,CAN,50.19,-0.2516603665324561
1294,2008-11-30,2008,November,CAN,47.63,-0.6604186740515073
1295,2008-12-31,2008,December,CAN,46.7,-2.0094722571493597
1296,2009-01-31,2009,January,CAN,34.64,0.2237338315585432
1297,2009-02-28,2009,February,CAN,26.68,0.5607226266234786
1298,2009-03-31,2009,March,CAN,34.49,-0.7938926627577518
1299,2009-04-30,2009,April,CAN,31.58,-0.5683963183060077
1300,2009-05-31,2009,May,CAN,39.78,-0.3168428038714274
1301,2009-06-30,2009,June,CAN,53.4,0.4605110123413583
1302,2009-07-31,2009,July,CAN,68.77,-1.0703045387943522
1303,2009-08-31,2009,August,CAN,66.93,-1.0763666038135542
1304,2009-09-30,2009,September,CAN,53.64,0.3354704917000171
1305,2009-10-31,2009,October,CAN,56.83,-1.6173746852547475
1306,2009-11-30,2009,November,CAN,40.46,0.8187207028766008
1307,2009-12-31,2009,December,CAN,36.01,0.7198963058338066
1308,2010-01-31,2010,January,CAN,32.97,0.6293128693537747
1309,2010-02-28,2010,February,CAN,23.12,1.485442682689061
1310,2010-03-31,2010,March,CAN,27.31,1.173526305068012
1311,2010-04-30,2010,April,CAN,30.2,-0.06411483894392851
1312,2010-05-31,2010,May,CAN,43.28,-1.2028310999397571
1313,2010-06-30,2010,June,CAN,62.21,-1.5931592698959618
1314,2010-07-31,2010,July,CAN,66.37,-0.4908663514639924
1315,2010-08-31,2010,August,CAN,66.16,-0.9155837707330389
1316,2010-09-30,2010,September,CAN,66.56,-2.2810118924771303
1317,2010-10-31,2010,October,CAN,53.45,-0.9221767338569555
1318,2010-11-30,2010,November,CAN,41.91,0.5195920980585046
1319,2010-12-31,2010,December,CAN,42.92,-1.0443634481618604
1320,2011-01-31,2011,January,CAN,35.92,-0.08712914351804142
1321,2011-02-28,2011,February,CAN,28.07,0.1996662002383212
