Variable:,pr
Country:,Belgium
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1993,100.23,28.42,9.07,50.35,77.70,59.79,125.17,36.28,135.12,92.44,50.75,199.36
1994,103.14,42.84,87.84,71.40,83.85,58.71,58.86,70.54,119.78,80.46,46.47,111.22
1995,160.91,103.18,88.42,49.19,50.57,59.78,57.70,43.93,100.85,38.58,46.40,65.50
1996,14.62,69.94,25.34,8.54,80.48,30.28,48.52,103.12,43.27,70.10,121.98,45.31
1997,11.11,100.99,30.06,32.22,98.24,133.23,63.59,55.60,22.90,84.94,86.72,92.54
1998,82.90,15.95,80.01,112.46,48.64,114.72,56.52,50.50,132.62,170.12,96.00,78.30
1999,103.03,73.40,85.16,69.67,53.40,91.48,46.97,95.27,70.76,65.90,53.61,180.33
2000,48.84,100.10,65.72,67.59,101.84,43.46,152.32,53.30,91.07,118.46,117.77,83.50
2001,100.57,90.56,131.31,112.99,30.23,58.28,96.01,74.85,152.36,64.07,107.13,70.34
2002,62.44,141.38,66.01,48.51,64.21,67.06,95.89,114.58,42.59,97.61,118.72,113.99
2003,102.89,26.44,41.87,52.63,91.31,51.88,56.92,42.36,41.94,82.97,61.43,78.15
2004,133.98,57.58,36.66,53.26,51.50,64.87,101.85,123.77,56.76,67.19,73.21,61.53
2005,61.50,80.03,45.26,66.83,67.17,53.69,137.92,91.05,56.84,64.06,74.41,68.26
2006,26.61,77.74,82.21,46.04,131.68,45.28,35.39,165.57,26.82,83.47,81.81,89.09
2007,90.10,107.64,77.69,1.83,103.52,117.54,132.55,88.21,67.18,47.46,69.16,85.73
2008,80.24,51.19,127.18,58.04,55.61,79.96,102.32,97.10,81.49,83.24,69.55,50.55
2009,65.27,65.26,70.63,46.12,57.22,80.06,99.28,33.09,33.66,85.07,143.58,105.91
2010,50.89,82.75,55.21,22.42,76.21,46.64,65.11,151.86,85.94,68.92,123.40,81.12
2011,89.91,53.43,20.70,19.96,25.88,92.55,90.88,109.03,57.58,49.30,12.77,173.16
2012,94.04,22.53,35.27,87.16,66.45,120.67,131.41,41.71,50.42,127.28,66.79,157.59
2013,57.62,54.43,55.64,40.57,115.26,68.80,59.38,42.05,85.30,121.68,113.00,73.29
2014,79.34,74.26,22.37,34.51,85.35,65.06,135.60,137.05,30.33,80.73,61.49,87.89
2015,112.77,62.01,53.20,39.60,53.23,45.54,64.12,111.03,95.56,43.13,113.70,51.79
2016,117.27,97.34,74.41,73.67,92.50,168.32,60.68,52.13,37.72,58.45,96.32,22.18
2017,60.27,70.63,57.59,16.72,49.93,47.47,99.46,83.71,98.87,52.01,104.33,139.52
2018,113.95,29.31,77.78,70.19,76.55,42.11,30.04,71.24,54.71,42.05,48.26,121.41
2019,72.53,56.39,94.97,40.00,57.87,82.10,53.16,54.13,68.29,111.56,90.77,92.20
2020,53.80,144.34,79.75,26.25,20.04,97.25,40.51,59.97,71.23,109.84,40.15,102.54
2021,123.56,70.50,50.52,39.93,94.68,115.52,135.48,82.24,34.71,89.14,61.74,88.24
