Variable:,pr
Country:,Japan
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1995,75.67,36.76,109.52,130.38,185.92,149.52,279.24,174.71,138.43,90.46,72.92,44.61
1996,54.99,47.30,125.33,66.17,113.79,211.91,177.26,131.95,162.68,94.97,94.23,88.01
1997,61.02,45.50,85.14,112.79,161.32,190.71,257.34,157.54,228.39,70.92,142.46,77.58
1998,151.53,92.86,83.43,160.99,195.77,246.12,186.69,217.98,230.93,210.18,67.60,55.93
1999,50.58,64.45,118.37,113.85,141.37,268.06,255.40,200.90,227.54,123.25,92.04,52.61
2000,87.55,42.39,100.57,130.64,126.32,196.01,177.58,89.65,276.72,116.22,119.51,58.12
2001,124.77,66.61,87.33,53.94,124.19,212.97,152.12,170.71,214.96,185.18,83.05,68.54
2002,126.35,40.60,103.42,92.32,139.07,147.88,255.65,162.18,132.82,154.72,101.75,96.41
2003,104.87,52.89,111.58,144.79,136.55,173.49,246.74,279.81,140.11,99.35,160.79,66.27
2004,54.82,69.47,82.57,101.10,220.46,155.18,114.60,192.46,238.99,206.81,97.83,134.32
2005,80.33,86.47,101.17,68.85,99.77,111.12,256.87,163.20,149.44,111.56,87.60,65.91
2006,70.75,107.62,103.97,143.54,165.48,186.45,325.19,140.69,152.04,146.27,128.03,123.53
2007,65.64,64.10,79.70,78.53,132.41,142.52,312.57,136.56,188.84,106.74,50.97,98.82
2008,66.02,60.42,92.30,122.50,168.18,207.57,93.32,224.34,159.26,112.48,93.60,83.92
2009,115.44,98.48,108.09,115.57,94.30,184.84,302.09,154.53,77.30,155.19,148.97,92.40
2010,54.41,107.05,153.03,179.26,157.43,224.02,236.12,107.35,185.11,151.19,85.90,126.88
2011,39.79,83.01,56.76,96.57,218.23,232.96,184.82,169.12,326.04,129.25,103.81,79.63
2012,56.66,103.16,133.18,122.29,117.97,226.25,223.37,137.33,201.36,124.48,142.41,116.86
2013,71.00,80.37,67.70,149.94,76.88,188.90,161.26,199.63,248.18,241.29,110.58,95.78
2014,67.38,97.81,132.11,82.02,117.39,186.09,184.74,316.48,124.49,190.52,90.62,120.47
2015,103.72,56.93,126.53,148.01,94.52,205.21,247.01,202.10,240.02,80.65,156.55,105.85
2016,101.42,85.53,80.20,155.17,126.61,275.01,176.03,211.95,271.10,114.03,95.87,120.78
2017,55.98,60.57,69.20,128.22,86.09,172.54,200.34,181.39,185.22,218.65,81.09,60.91
2018,81.47,60.28,149.17,106.35,178.05,208.05,260.69,190.05,305.19,111.44,57.08,91.96
2019,42.78,62.09,96.23,99.65,89.43,194.58,251.48,240.38,119.36,196.23,61.44,89.48
2020,104.70,68.91,118.22,124.26,116.95,228.94,430.39,98.56,220.91,139.91,63.96,49.64
2021,78.72,79.70,122.04,127.31,196.66,145.70,213.02,321.03,170.13,111.51,124.25,98.38
