Variable:,pr
Country:,France
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2011,51.09,42.63,51.00,19.91,31.79,73.98,92.45,78.27,47.35,47.78,69.79,124.78
2012,53.41,11.41,25.80,111.33,73.61,88.15,65.86,45.01,68.40,117.87,89.39,112.98
2013,77.98,61.34,84.00,77.19,108.58,65.57,66.83,45.75,72.68,92.79,113.35,74.59
2014,110.48,100.08,35.69,47.13,69.66,58.71,107.54,93.88,48.99,70.96,132.88,58.64
2015,79.10,66.43,53.66,53.06,47.63,64.04,31.25,95.96,80.43,55.15,62.22,25.03
2016,107.02,95.74,71.89,69.47,97.68,88.98,33.58,26.57,42.55,58.94,102.33,20.27
2017,44.81,60.65,73.66,30.54,72.34,70.95,52.64,55.16,69.35,28.10,70.63,106.54
2018,126.78,55.21,97.59,71.15,81.08,67.55,51.14,48.70,27.74,74.70,90.59,84.99
2019,53.43,33.70,40.82,65.47,56.31,70.68,41.56,45.95,52.02,120.75,152.45,106.15
2020,55.08,70.54,72.79,45.80,60.40,95.97,17.69,64.69,62.47,107.97,35.16,126.42
2021,94.12,54.53,28.44,39.30,89.17,105.87,88.18,39.32,72.44,70.75,58.87,95.22
