Variable:,pr
Country:,Estonia
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1999,76.84,55.03,22.30,41.35,20.66,47.48,36.69,54.60,39.02,107.87,30.42,81.00
2000,42.82,36.33,43.67,28.54,36.42,67.36,102.54,71.39,23.38,68.23,84.14,55.42
2001,42.40,49.86,32.05,69.02,37.78,91.85,87.67,85.71,78.47,71.18,85.37,37.12
2002,60.98,56.58,36.90,16.87,21.37,80.96,61.25,14.08,34.26,43.04,76.68,25.47
2003,46.24,14.68,15.00,42.03,78.19,46.92,55.39,105.77,26.91,62.39,59.96,73.01
2004,28.32,43.69,47.56,8.06,36.89,107.52,101.99,70.39,87.64,71.59,58.84,61.66
2005,67.25,17.45,15.73,17.84,68.27,78.78,56.60,120.74,37.18,49.61,64.09,42.26
2006,17.79,25.81,33.42,30.72,38.56,42.68,18.23,68.96,39.31,118.84,60.57,57.61
2007,86.12,24.95,31.43,30.27,57.68,47.36,78.24,65.05,75.22,86.03,66.45,43.99
2008,55.87,58.38,60.29,41.18,18.36,76.74,52.73,133.51,44.78,108.85,78.46,52.23
2009,41.13,26.88,40.56,10.06,26.59,100.78,96.61,69.15,55.18,111.34,63.96,72.40
2010,22.14,46.98,47.79,30.60,67.97,61.27,69.12,98.14,83.69,48.81,92.96,80.03
2011,66.21,26.04,18.47,20.22,44.50,49.12,98.76,100.67,72.33,56.81,31.44,89.01
2012,70.82,44.96,46.99,55.46,64.02,87.52,73.72,77.40,95.55,93.96,75.85,57.68
2013,37.48,36.21,12.45,34.76,55.27,44.95,49.56,87.15,51.14,55.23,77.12,54.93
2014,41.46,31.81,30.68,16.43,67.87,79.53,40.79,132.67,35.32,48.42,32.03,78.16
2015,67.68,29.11,31.75,58.78,47.98,39.86,69.80,31.48,60.63,12.35,73.92,54.93
2016,51.21,60.21,20.65,59.77,24.56,87.89,77.29,122.45,26.80,50.34,77.96,35.66
2017,32.25,30.45,39.10,50.92,21.85,74.35,58.81,123.74,96.76,116.81,63.83,79.82
2018,43.29,26.46,20.57,44.20,17.44,45.57,45.00,79.58,86.72,70.07,25.87,43.92
2019,58.40,43.62,53.94,6.82,63.99,32.61,76.85,63.79,79.71,101.97,69.02,67.78
2020,42.11,70.40,44.28,37.25,38.07,75.48,92.41,62.71,49.49,73.08,59.07,49.11
2021,62.56,27.63,32.99,26.51,89.49,49.68,39.91,124.93,50.69,64.99,81.16,44.06
