,Date,Year,Month,Country_id,Precipitation,SPI
286,1924-11-30,1924,November,NAM,20.09,0.2802162554183088
287,1924-12-31,1924,December,NAM,34.88,0.18370642159814446
288,1925-01-31,1925,January,NAM,65.62,-0.1507890290871455
289,1925-02-28,1925,February,NAM,100.86,-1.080062881015261
290,1925-03-31,1925,March,NAM,113.98,-2.077826513613972
291,1925-04-30,1925,April,NAM,52.15,-2.5258372298417937
292,1925-05-31,1925,May,NAM,9.78,-1.2679929711549285
293,1925-06-30,1925,June,NAM,1.33,-0.0458853006789088
294,1925-07-31,1925,July,NAM,2.97,-3.3103506562894687
295,1925-08-31,1925,August,NAM,0.23,0.6937826858073298
296,1925-09-30,1925,September,NAM,0.48,0.6958603359508805
297,1925-10-31,1925,October,NAM,2.27,1.1366726568602668
298,1925-11-30,1925,November,NAM,16.65,0.5486563340266337
299,1925-12-31,1925,December,NAM,27.52,0.5966748959984957
300,1926-01-31,1926,January,NAM,30.71,0.9169685785056014
301,1926-02-28,1926,February,NAM,21.11,1.5151405019720432
302,1926-03-31,1926,March,NAM,35.37,0.741188823953497
303,1926-04-30,1926,April,NAM,32.99,-0.9942844919471173
304,1926-05-31,1926,May,NAM,11.72,-1.704312813496991
305,1926-06-30,1926,June,NAM,4.66,-2.4532504312195895
306,1926-07-31,1926,July,NAM,0.52,0.24116009956248932
307,1926-08-31,1926,August,NAM,0.14,0.8275283655460769
308,1926-09-30,1926,September,NAM,3.37,-0.609797231676223
309,1926-10-31,1926,October,NAM,9.24,-0.06124751635590765
310,1926-11-30,1926,November,NAM,29.17,-0.42834069625715326
311,1926-12-31,1926,December,NAM,59.06,-1.1730296804399654
312,1927-01-31,1927,January,NAM,43.47,0.5266910914565196
313,1927-02-28,1927,February,NAM,28.48,1.2753079134752852
314,1927-03-31,1927,March,NAM,40.85,0.5446717898627993
315,1927-04-30,1927,April,NAM,33.95,-1.071021998647477
316,1927-05-31,1927,May,NAM,0.37,0.848383171339301
317,1927-06-30,1927,June,NAM,0.07,0.8650096135797272
318,1927-07-31,1927,July,NAM,0.28,0.5890631940132933
319,1927-08-31,1927,August,NAM,1.14,-0.658534742662224
320,1927-09-30,1927,September,NAM,0.29,0.7816994147914166
321,1927-10-31,1927,October,NAM,10.98,-0.36029788958347486
322,1927-11-30,1927,November,NAM,35.45,-0.9183999095304904
323,1927-12-31,1927,December,NAM,29.45,0.488382891162534
324,1928-01-31,1928,January,NAM,57.19,0.1070510348488861
325,1928-02-29,1928,February,NAM,33.28,1.119107584467899
326,1928-03-31,1928,March,NAM,78.89,-0.819472001525911
